age,education-num,race,sex,capital-gain,capital-loss,hours-per-week,Probability
43,5,1,1,0.0,0.0,40,0
52,9,1,1,0.0,0.0,40,0
39,10,1,0,0.0,0.0,27,0
42,15,1,0,0.0,0.0,85,1
39,14,1,1,0.0,0.0,35,0
42,9,1,1,2893.0,0.0,40,0
37,11,1,0,0.0,0.0,60,0
70,9,1,1,7366.0,0.0,50,0
38,9,1,1,0.0,0.0,50,0
35,12,0,0,0.0,0.0,38,0
39,10,1,0,0.0,0.0,40,0
22,9,0,0,0.0,0.0,50,0
34,6,1,0,0.0,0.0,40,0
71,10,1,0,0.0,0.0,20,0
50,12,1,0,0.0,0.0,60,0
42,9,1,0,0.0,0.0,40,0
45,10,1,1,7205.0,0.0,42,0
19,9,1,1,0.0,0.0,20,0
39,9,0,0,0.0,0.0,65,0
27,13,1,1,0.0,0.0,40,0
34,14,1,0,0.0,0.0,40,1
38,9,1,0,0.0,0.0,40,0
37,3,1,1,0.0,0.0,40,0
54,13,1,1,0.0,1826.0,40,0
58,4,1,0,0.0,0.0,32,0
50,13,1,1,0.0,0.0,40,1
19,9,0,0,0.0,0.0,25,0
39,9,1,1,0.0,0.0,50,1
19,10,1,0,0.0,0.0,40,0
27,11,0,1,0.0,0.0,40,0
23,10,1,1,0.0,0.0,24,0
27,7,1,0,0.0,0.0,40,0
23,9,1,1,0.0,0.0,40,0
29,9,1,0,0.0,0.0,37,0
30,3,1,1,0.0,0.0,40,0
33,9,1,1,0.0,0.0,56,0
55,9,1,0,0.0,0.0,50,0
32,13,0,1,0.0,0.0,40,0
24,9,1,0,0.0,0.0,40,0
45,10,1,1,0.0,1990.0,50,0
62,14,0,0,6323.0,0.0,40,0
21,10,1,1,0.0,0.0,40,0
26,13,1,0,0.0,0.0,46,0
36,10,1,1,0.0,1945.0,40,0
29,5,0,0,0.0,0.0,40,0
52,9,1,0,0.0,0.0,40,0
25,14,1,1,0.0,0.0,40,0
42,13,0,0,0.0,0.0,40,0
29,9,1,1,0.0,0.0,40,0
19,10,1,0,0.0,0.0,20,0
59,9,1,0,0.0,0.0,20,0
35,13,1,0,0.0,0.0,35,1
70,4,1,1,2214.0,0.0,42,0
44,13,1,0,0.0,0.0,48,0
44,13,0,1,0.0,0.0,40,1
53,10,1,1,3993.0,0.0,40,0
42,14,0,0,0.0,0.0,50,1
43,14,1,0,0.0,0.0,40,0
32,9,1,1,12633.0,0.0,40,0
43,9,1,0,0.0,0.0,40,0
42,13,0,0,0.0,0.0,40,0
52,13,1,1,0.0,315.0,40,0
38,13,1,1,0.0,0.0,43,1
47,13,0,1,0.0,0.0,50,0
53,13,1,1,0.0,0.0,40,0
41,4,0,0,0.0,0.0,25,0
48,9,0,0,0.0,0.0,37,0
55,10,1,0,0.0,0.0,50,0
53,15,1,1,0.0,0.0,60,1
34,10,0,0,0.0,0.0,40,0
22,10,1,0,0.0,0.0,40,0
30,13,1,1,0.0,0.0,45,0
49,16,1,0,0.0,0.0,50,1
44,9,0,1,0.0,0.0,40,0
23,13,1,0,0.0,0.0,2,0
58,10,1,0,0.0,0.0,40,1
25,10,1,1,0.0,2519.0,50,1
45,14,0,0,0.0,0.0,45,0
49,13,1,1,0.0,0.0,50,0
31,14,1,1,0.0,0.0,55,0
68,3,1,1,0.0,0.0,48,0
62,9,1,1,0.0,1990.0,40,0
34,12,1,1,3993.0,0.0,40,0
26,12,1,1,0.0,0.0,40,0
43,9,1,1,0.0,0.0,40,0
41,6,1,1,0.0,0.0,60,0
34,13,1,0,0.0,0.0,24,1
39,9,1,0,0.0,0.0,40,1
40,14,1,0,14399.0,0.0,45,0
22,7,1,1,0.0,0.0,34,0
43,10,1,0,0.0,0.0,40,0
44,9,1,1,0.0,0.0,60,0
37,9,0,1,0.0,0.0,40,0
20,9,1,1,0.0,0.0,40,0
60,9,1,0,0.0,0.0,40,0
49,10,1,0,0.0,0.0,40,0
46,9,1,0,0.0,0.0,40,0
39,9,1,0,0.0,0.0,35,0
29,13,0,1,26671.0,0.0,50,1
47,12,1,0,0.0,0.0,35,0
34,10,0,0,2612.0,0.0,40,0
32,10,0,0,0.0,0.0,40,0
49,13,1,0,0.0,0.0,30,0
24,10,1,0,0.0,0.0,40,0
36,15,1,1,0.0,0.0,70,1
32,9,1,1,0.0,0.0,48,0
18,7,0,0,0.0,0.0,35,0
43,6,1,0,0.0,0.0,35,0
28,9,1,1,0.0,0.0,50,0
31,8,1,0,0.0,0.0,48,0
45,10,1,1,0.0,0.0,40,0
42,6,1,1,0.0,0.0,50,0
52,13,0,1,0.0,0.0,40,0
41,13,1,0,0.0,0.0,15,0
19,10,1,1,0.0,0.0,40,0
50,5,1,0,0.0,0.0,40,0
45,13,1,1,0.0,0.0,40,0
58,9,1,0,0.0,0.0,40,0
53,14,1,1,6538.0,0.0,40,1
61,10,1,1,0.0,0.0,60,0
76,3,0,0,0.0,0.0,10,0
30,9,1,1,0.0,0.0,55,0
42,13,1,0,0.0,0.0,40,0
52,9,1,0,0.0,0.0,40,0
33,9,1,1,0.0,0.0,40,0
39,10,1,0,0.0,0.0,40,0
30,15,0,1,0.0,0.0,40,1
25,13,1,1,0.0,0.0,40,0
60,9,1,1,0.0,0.0,45,0
58,13,1,1,7205.0,0.0,60,1
26,10,1,1,0.0,0.0,35,0
48,9,1,1,0.0,0.0,40,0
44,8,1,1,0.0,0.0,40,0
26,13,1,0,0.0,0.0,40,0
52,14,1,1,0.0,0.0,60,1
41,9,1,0,0.0,0.0,40,0
19,10,1,1,0.0,0.0,16,0
38,13,1,0,0.0,1990.0,40,0
48,9,1,0,0.0,0.0,20,0
48,13,0,1,0.0,0.0,40,1
34,15,1,0,26671.0,0.0,55,1
21,9,1,1,0.0,0.0,40,0
30,15,1,1,0.0,0.0,32,0
47,9,1,1,0.0,1990.0,60,0
46,9,0,0,0.0,0.0,40,0
37,10,1,0,0.0,0.0,60,0
57,12,1,0,0.0,0.0,16,0
55,9,1,1,0.0,0.0,60,0
21,10,1,0,0.0,0.0,40,0
24,11,1,1,0.0,1914.0,40,0
30,10,1,1,0.0,0.0,60,0
21,10,1,1,0.0,0.0,20,0
37,16,1,1,0.0,1650.0,50,1
41,13,1,1,0.0,1826.0,50,1
60,10,1,1,14399.0,0.0,55,1
33,13,1,1,0.0,0.0,40,0
49,9,1,0,0.0,0.0,40,0
27,9,1,1,0.0,0.0,40,0
57,10,1,0,0.0,0.0,35,0
38,9,1,1,0.0,0.0,50,0
22,10,1,0,0.0,1537.0,24,0
24,10,0,0,0.0,0.0,30,0
34,10,1,0,7205.0,0.0,40,0
45,9,1,1,99997.0,0.0,40,0
34,9,1,1,4600.0,0.0,40,0
50,16,1,1,0.0,0.0,72,0
50,13,1,0,0.0,0.0,40,0
42,9,1,1,0.0,0.0,40,0
47,9,1,0,0.0,0.0,40,0
32,11,0,1,0.0,0.0,40,0
42,14,1,0,0.0,0.0,60,0
37,13,1,1,0.0,0.0,40,0
64,14,1,0,0.0,0.0,20,0
34,12,1,1,7205.0,0.0,55,1
60,15,0,0,0.0,0.0,38,0
41,9,1,1,0.0,0.0,40,0
50,9,1,1,0.0,0.0,40,0
42,9,1,1,0.0,0.0,45,0
32,4,1,1,0.0,0.0,40,0
31,9,1,0,0.0,0.0,40,0
43,9,1,1,0.0,0.0,70,0
27,6,0,1,0.0,0.0,40,0
47,9,1,0,0.0,0.0,40,0
40,10,1,1,0.0,0.0,60,0
21,10,1,0,0.0,0.0,20,0
23,13,1,0,0.0,0.0,50,0
52,10,0,1,0.0,0.0,40,0
30,10,1,1,0.0,0.0,60,0
31,9,1,1,0.0,0.0,40,0
42,10,1,0,4600.0,0.0,36,0
39,15,1,0,0.0,0.0,60,0
27,10,1,0,0.0,0.0,35,0
19,10,1,0,0.0,0.0,24,0
47,9,1,0,0.0,0.0,38,0
50,10,1,1,0.0,0.0,40,0
46,13,1,1,0.0,0.0,45,1
36,13,0,0,0.0,0.0,40,0
44,9,0,0,0.0,0.0,40,0
53,9,1,1,4305.0,0.0,50,0
29,9,1,1,0.0,0.0,40,0
49,10,1,0,0.0,0.0,20,0
33,5,1,0,0.0,0.0,40,0
32,11,1,0,0.0,0.0,40,0
67,9,1,1,0.0,0.0,40,0
21,9,1,1,0.0,0.0,40,0
37,11,1,0,0.0,0.0,40,0
27,9,1,1,4305.0,0.0,40,0
42,9,1,0,0.0,0.0,40,0
87,10,1,1,0.0,0.0,28,0
46,9,1,1,0.0,0.0,40,0
23,13,1,0,0.0,0.0,45,0
43,9,1,1,0.0,0.0,50,0
18,7,0,1,0.0,1929.0,20,0
39,10,1,0,6538.0,0.0,40,0
40,7,1,0,0.0,0.0,40,0
32,16,1,0,14399.0,0.0,50,0
36,9,1,1,7205.0,0.0,40,0
43,11,0,0,0.0,0.0,40,0
31,14,1,1,0.0,0.0,45,1
39,9,1,1,0.0,0.0,35,0
32,12,0,1,0.0,0.0,30,0
35,13,1,1,0.0,0.0,40,0
53,11,1,1,0.0,0.0,60,0
19,9,1,1,0.0,0.0,60,0
47,9,1,0,0.0,0.0,40,0
39,9,1,1,0.0,0.0,40,0
24,10,1,0,0.0,0.0,35,0
42,9,1,1,0.0,0.0,40,0
20,9,1,0,0.0,0.0,40,0
19,9,1,0,0.0,0.0,33,0
18,9,1,1,0.0,0.0,40,0
60,9,1,1,0.0,0.0,20,0
26,13,1,1,0.0,0.0,35,0
27,13,1,0,0.0,0.0,40,0
63,9,0,1,0.0,0.0,40,1
37,9,1,0,0.0,0.0,40,0
39,10,1,0,0.0,0.0,40,0
32,13,1,1,0.0,0.0,40,0
46,11,1,0,0.0,0.0,40,0
34,9,1,0,0.0,0.0,40,0
44,10,1,1,0.0,0.0,50,1
56,9,1,1,7205.0,0.0,40,1
32,10,1,1,0.0,0.0,60,0
63,9,1,1,0.0,0.0,50,1
29,6,1,1,0.0,0.0,50,0
68,6,1,0,0.0,0.0,30,0
28,10,1,1,0.0,0.0,40,0
21,9,0,1,0.0,0.0,40,0
52,5,1,0,0.0,0.0,35,0
50,9,1,1,4892.0,0.0,80,0
25,11,1,0,0.0,0.0,40,0
39,9,0,0,0.0,1826.0,40,1
45,7,1,0,0.0,0.0,50,0
45,13,1,1,0.0,0.0,40,0
56,13,1,0,0.0,0.0,50,1
19,4,1,1,0.0,0.0,40,0
35,10,1,1,0.0,0.0,50,0
40,9,0,1,0.0,0.0,40,1
55,10,0,0,0.0,0.0,40,0
28,10,0,1,0.0,0.0,40,0
49,13,1,0,0.0,2385.0,45,0
34,14,1,0,0.0,0.0,40,0
39,12,1,0,0.0,0.0,40,0
47,13,1,1,0.0,0.0,45,1
31,12,1,1,0.0,0.0,40,0
31,13,1,1,3766.0,0.0,50,0
50,9,1,0,0.0,0.0,40,0
22,10,1,0,0.0,0.0,20,0
38,6,1,1,0.0,0.0,40,0
31,9,1,0,0.0,0.0,40,0
45,13,1,1,0.0,0.0,40,0
18,9,1,0,0.0,0.0,35,0
43,9,1,0,4305.0,0.0,40,0
18,8,1,0,0.0,0.0,15,0
53,9,1,1,0.0,2382.0,40,0
26,13,0,0,0.0,0.0,40,0
33,13,0,0,7398.0,0.0,20,0
78,10,1,0,0.0,0.0,15,0
76,14,1,0,0.0,0.0,40,0
41,9,1,1,0.0,0.0,65,0
24,12,1,0,4892.0,0.0,40,0
51,13,1,1,14399.0,0.0,40,1
44,9,1,1,7205.0,0.0,50,1
39,10,0,0,0.0,0.0,40,0
47,3,1,1,0.0,0.0,40,0
48,10,1,0,0.0,1990.0,12,0
42,9,1,1,0.0,0.0,40,0
44,9,1,1,0.0,0.0,40,0
56,3,1,0,0.0,0.0,40,0
33,9,1,0,0.0,0.0,21,0
58,11,0,1,0.0,0.0,40,1
57,10,1,1,0.0,0.0,40,0
51,15,1,1,0.0,0.0,50,1
54,6,1,0,0.0,0.0,40,0
51,11,1,1,0.0,0.0,48,0
37,10,1,1,0.0,0.0,55,0
40,8,1,1,0.0,0.0,47,0
35,9,1,1,0.0,0.0,40,0
37,13,0,1,0.0,0.0,40,0
27,13,1,1,0.0,0.0,40,0
28,13,1,1,0.0,0.0,65,1
45,13,1,0,0.0,0.0,38,0
39,9,0,1,0.0,0.0,40,0
19,7,1,1,0.0,0.0,35,0
61,4,1,1,0.0,0.0,35,0
41,13,1,0,0.0,0.0,20,0
57,4,1,1,0.0,0.0,40,0
47,13,1,0,1479.0,0.0,40,0
40,9,1,1,6656.0,0.0,42,1
31,10,1,1,0.0,0.0,50,0
28,10,0,0,0.0,0.0,60,0
31,14,1,1,4639.0,0.0,40,0
35,9,1,0,0.0,0.0,20,0
61,10,0,0,0.0,0.0,40,0
21,10,1,0,0.0,0.0,35,0
21,10,1,0,0.0,0.0,22,0
90,15,1,1,0.0,0.0,24,0
20,9,1,1,0.0,0.0,50,0
36,10,1,1,0.0,0.0,40,0
24,10,1,0,0.0,0.0,40,0
47,9,1,1,0.0,0.0,40,0
29,13,1,1,9424.0,0.0,80,1
61,13,1,0,0.0,0.0,40,0
46,7,1,1,0.0,0.0,40,0
32,14,0,1,0.0,0.0,60,1
44,12,1,0,0.0,0.0,35,0
28,13,1,1,0.0,0.0,45,0
49,12,1,0,0.0,1713.0,30,0
45,10,1,0,0.0,0.0,40,0
58,14,1,1,0.0,0.0,40,0
44,9,1,0,0.0,0.0,20,0
23,7,1,1,0.0,0.0,40,0
38,13,1,0,26671.0,0.0,30,1
39,9,1,0,0.0,0.0,40,0
50,13,1,0,0.0,0.0,50,1
28,9,1,0,0.0,0.0,40,0
43,9,1,0,0.0,0.0,40,0
26,9,1,0,0.0,0.0,20,0
23,13,1,0,0.0,0.0,45,0
47,9,1,1,4305.0,0.0,40,0
57,14,1,0,0.0,0.0,40,1
30,9,1,1,1062.0,0.0,40,0
44,9,1,0,0.0,0.0,40,0
18,7,1,0,0.0,0.0,35,0
49,13,0,0,0.0,0.0,40,1
37,10,1,1,0.0,0.0,40,0
34,13,1,1,0.0,0.0,40,0
28,13,1,0,0.0,0.0,45,0
55,1,1,0,0.0,0.0,40,0
48,9,1,1,0.0,0.0,40,0
52,13,1,1,0.0,0.0,60,1
37,2,1,1,0.0,0.0,40,0
54,10,1,1,0.0,0.0,40,0
37,9,1,1,0.0,0.0,30,0
45,9,0,0,0.0,0.0,40,0
36,12,1,0,0.0,0.0,20,0
20,3,0,1,0.0,0.0,40,0
51,9,1,0,3453.0,0.0,40,0
49,13,1,0,0.0,0.0,16,0
34,10,1,0,0.0,0.0,40,0
62,14,1,1,0.0,0.0,40,0
25,6,1,1,0.0,0.0,50,0
48,9,0,0,0.0,0.0,40,0
47,11,1,1,0.0,0.0,40,0
61,13,1,1,0.0,0.0,40,0
49,13,1,0,0.0,0.0,20,0
23,10,1,0,0.0,0.0,10,0
39,10,1,1,0.0,0.0,40,0
39,16,1,1,26671.0,0.0,65,1
18,8,0,1,0.0,0.0,40,0
31,9,1,0,0.0,0.0,40,0
26,13,1,0,0.0,0.0,40,0
37,9,1,0,3069.0,0.0,40,0
32,4,1,1,0.0,0.0,40,0
45,9,1,1,0.0,0.0,40,0
25,11,1,1,0.0,0.0,40,0
30,10,1,1,0.0,0.0,40,0
52,9,1,1,0.0,0.0,45,0
45,9,0,1,0.0,2103.0,70,0
60,13,1,0,0.0,0.0,30,0
45,13,1,1,7398.0,0.0,40,0
51,9,1,1,0.0,0.0,40,0
53,10,0,1,6538.0,0.0,60,0
51,13,1,1,0.0,0.0,40,0
22,13,1,0,0.0,0.0,40,0
20,10,0,1,0.0,0.0,40,0
36,9,1,0,0.0,0.0,40,0
52,10,0,0,26671.0,0.0,40,1
44,13,1,0,0.0,0.0,35,1
51,10,1,1,0.0,1949.0,55,0
19,7,1,1,0.0,0.0,60,0
35,9,1,1,0.0,1698.0,40,0
28,10,1,0,0.0,0.0,28,0
54,9,0,1,0.0,0.0,48,0
18,7,1,0,0.0,0.0,20,0
30,13,1,1,14399.0,0.0,50,0
41,10,1,0,0.0,0.0,40,0
53,10,1,0,0.0,0.0,35,0
33,9,1,0,0.0,0.0,40,0
53,9,1,1,0.0,0.0,49,0
47,10,1,1,0.0,1990.0,48,0
46,5,1,0,0.0,0.0,40,0
47,10,1,1,0.0,0.0,40,0
26,10,1,1,0.0,0.0,40,0
32,10,1,1,0.0,0.0,32,0
56,13,1,0,7205.0,0.0,40,0
42,14,1,1,0.0,0.0,55,0
37,13,1,0,0.0,0.0,40,1
25,9,1,1,0.0,0.0,36,0
55,13,1,1,0.0,0.0,50,0
34,10,0,0,0.0,0.0,25,0
53,9,1,1,0.0,0.0,40,0
50,13,1,1,0.0,0.0,45,1
45,14,1,0,0.0,0.0,29,0
32,9,1,0,0.0,0.0,40,0
24,13,1,1,0.0,0.0,30,0
30,9,1,0,0.0,0.0,40,0
41,10,1,1,0.0,0.0,40,1
59,5,0,0,0.0,0.0,40,0
24,10,1,0,0.0,0.0,40,0
26,13,1,0,3993.0,0.0,39,0
45,13,1,0,0.0,0.0,38,0
35,13,1,0,0.0,0.0,20,0
25,10,1,1,0.0,0.0,40,0
26,13,0,1,0.0,0.0,40,1
42,9,1,1,0.0,0.0,43,0
32,7,1,1,0.0,0.0,60,0
49,7,1,1,0.0,0.0,40,0
33,9,1,1,0.0,0.0,20,0
48,9,0,0,4289.0,0.0,40,0
55,4,1,1,0.0,0.0,40,0
54,9,1,0,0.0,0.0,36,0
42,13,1,0,0.0,0.0,40,0
54,9,1,0,0.0,0.0,40,0
50,9,1,1,7205.0,0.0,40,0
24,13,1,0,0.0,0.0,45,0
35,1,1,0,0.0,0.0,25,0
28,9,1,0,3766.0,0.0,40,0
71,4,1,1,0.0,0.0,35,0
46,16,0,0,12633.0,0.0,40,0
22,6,0,1,1377.0,0.0,40,0
42,10,1,1,0.0,0.0,40,0
41,10,1,0,0.0,0.0,40,0
34,12,1,0,0.0,0.0,40,0
72,9,1,0,0.0,0.0,40,0
29,10,1,1,0.0,0.0,40,0
45,10,1,1,0.0,0.0,40,0
47,13,1,1,0.0,0.0,48,1
23,13,1,1,0.0,0.0,24,0
51,15,1,1,2033.0,0.0,38,0
32,10,0,0,0.0,0.0,40,0
33,9,1,1,7205.0,0.0,45,0
29,9,1,1,0.0,0.0,40,0
63,5,0,1,6538.0,0.0,40,0
38,16,1,0,0.0,1945.0,40,1
39,9,1,0,0.0,0.0,40,0
57,11,1,0,0.0,0.0,40,0
62,9,1,1,0.0,0.0,50,1
36,3,0,1,0.0,1632.0,40,0
38,13,1,1,0.0,0.0,45,0
54,10,1,1,0.0,0.0,40,0
31,10,1,1,0.0,0.0,40,0
46,9,1,0,0.0,0.0,36,0
18,9,1,0,0.0,0.0,40,0
26,11,1,1,4305.0,0.0,40,0
31,9,0,1,0.0,0.0,40,0
60,13,1,1,14399.0,0.0,40,1
43,11,1,1,0.0,0.0,40,0
45,13,0,0,3993.0,0.0,41,0
32,13,1,0,0.0,0.0,24,0
28,13,1,0,0.0,0.0,40,0
24,9,1,1,0.0,0.0,35,0
64,9,1,1,0.0,0.0,50,1
69,9,1,0,0.0,0.0,6,0
46,9,0,1,3766.0,0.0,40,0
31,9,1,1,0.0,0.0,40,0
45,9,1,0,0.0,0.0,20,0
51,13,1,1,0.0,0.0,50,0
74,9,1,0,0.0,0.0,35,0
31,9,0,1,0.0,0.0,40,0
47,7,1,1,0.0,0.0,40,0
47,14,1,0,0.0,0.0,40,0
45,13,1,0,7205.0,0.0,20,0
36,10,1,1,14399.0,0.0,60,1
49,4,1,1,0.0,0.0,40,0
47,12,1,1,4289.0,0.0,40,0
17,7,1,1,0.0,1481.0,8,0
66,10,1,1,0.0,0.0,50,0
35,13,0,1,99997.0,0.0,40,1
21,10,1,0,0.0,0.0,35,0
26,9,1,1,0.0,0.0,40,0
17,6,1,0,0.0,0.0,16,0
30,10,1,1,0.0,0.0,40,0
36,13,1,0,0.0,0.0,38,0
40,13,1,1,14399.0,0.0,45,1
47,14,1,1,0.0,0.0,40,0
38,13,1,0,0.0,0.0,55,0
55,11,1,0,3069.0,0.0,40,0
32,3,1,0,2153.0,0.0,47,0
38,10,1,1,0.0,0.0,84,0
61,10,1,1,14399.0,0.0,40,0
51,13,1,0,6538.0,0.0,24,0
34,12,1,0,0.0,0.0,48,0
21,10,0,1,0.0,0.0,24,0
56,9,1,1,0.0,0.0,40,0
22,10,1,0,0.0,0.0,10,0
47,11,1,1,0.0,0.0,40,0
23,2,1,0,0.0,0.0,40,0
81,9,1,1,99997.0,0.0,40,1
33,9,1,1,0.0,0.0,40,0
59,14,1,0,9424.0,0.0,56,1
22,9,0,0,0.0,0.0,36,0
32,6,1,1,0.0,0.0,40,0
53,9,1,1,0.0,0.0,40,0
23,11,1,1,0.0,0.0,45,0
58,10,1,0,2604.0,0.0,35,0
57,11,1,0,0.0,0.0,40,0
47,10,1,0,0.0,0.0,40,0
44,10,1,0,0.0,0.0,40,0
29,9,0,0,0.0,0.0,25,0
24,13,1,1,0.0,0.0,45,0
30,13,0,0,0.0,0.0,40,0
53,9,1,0,0.0,0.0,25,0
48,14,1,1,9424.0,0.0,40,1
52,11,1,1,0.0,0.0,40,0
28,11,1,0,0.0,0.0,16,0
57,9,1,1,0.0,0.0,50,0
42,13,1,1,0.0,0.0,48,0
48,12,1,0,14399.0,0.0,40,1
53,10,1,0,0.0,0.0,40,0
40,9,0,0,0.0,0.0,40,0
25,9,1,1,0.0,0.0,40,0
22,9,1,1,0.0,0.0,40,0
24,11,1,1,3608.0,0.0,45,0
30,10,1,1,0.0,0.0,50,0
20,9,0,1,3006.0,0.0,40,0
46,9,1,1,0.0,0.0,40,1
52,9,1,0,0.0,0.0,40,1
45,9,1,1,0.0,0.0,40,1
48,10,1,1,0.0,0.0,50,1
43,10,1,1,0.0,0.0,40,0
45,16,1,0,0.0,0.0,60,0
70,9,1,1,0.0,0.0,15,0
21,11,1,0,0.0,0.0,40,0
38,13,1,0,0.0,0.0,10,0
38,14,1,0,0.0,0.0,40,0
34,9,0,0,0.0,0.0,50,0
56,9,1,0,0.0,0.0,15,0
57,10,1,0,0.0,0.0,40,0
49,6,1,0,0.0,0.0,50,0
32,12,1,0,0.0,0.0,40,0
40,13,1,0,0.0,0.0,40,0
36,9,0,0,0.0,0.0,40,0
53,13,1,1,6538.0,0.0,60,0
64,10,1,1,0.0,0.0,40,0
