age,education-num,race,sex,capital-gain,capital-loss,hours-per-week,Probability
27,9,1,1,0.0,0.0,40,0
41,12,1,1,0.0,0.0,50,0
30,13,1,1,0.0,0.0,40,0
64,14,1,0,0.0,0.0,16,0
71,14,1,1,0.0,0.0,40,1
33,10,1,1,0.0,0.0,50,0
53,14,1,1,0.0,0.0,40,1
42,13,1,1,0.0,0.0,40,1
54,10,1,1,0.0,0.0,40,0
32,10,0,1,0.0,0.0,40,0
63,9,1,0,0.0,0.0,40,0
39,9,1,1,0.0,0.0,50,0
29,13,0,1,0.0,0.0,40,0
47,13,1,1,0.0,0.0,40,0
46,9,1,1,0.0,0.0,50,0
41,9,0,0,0.0,0.0,30,0
68,15,0,1,0.0,0.0,40,0
43,14,1,0,0.0,0.0,40,1
36,15,1,0,0.0,0.0,50,1
31,13,0,1,0.0,0.0,40,0
62,13,1,0,0.0,0.0,15,0
35,15,1,1,0.0,0.0,50,1
31,9,1,0,0.0,0.0,35,0
73,13,1,1,0.0,0.0,12,1
39,13,1,0,0.0,0.0,45,1
54,10,0,1,0.0,0.0,60,0
68,11,0,1,0.0,0.0,40,0
29,10,1,1,0.0,0.0,40,0
43,10,1,0,0.0,0.0,60,0
23,13,1,0,0.0,0.0,40,0
30,13,1,1,0.0,0.0,40,0
36,6,1,1,0.0,0.0,40,0
41,9,1,1,0.0,0.0,40,0
58,9,1,1,0.0,0.0,40,0
37,15,1,1,0.0,0.0,60,1
45,3,1,1,0.0,0.0,40,0
64,14,1,1,0.0,0.0,60,1
26,5,1,0,0.0,0.0,40,0
42,12,0,0,0.0,0.0,40,0
28,13,1,0,0.0,0.0,40,0
57,16,1,1,0.0,0.0,60,1
24,10,1,0,0.0,0.0,35,0
51,9,0,1,0.0,0.0,40,0
32,13,1,0,0.0,0.0,45,0
52,13,1,0,0.0,0.0,40,0
28,10,1,1,0.0,0.0,40,0
55,9,0,0,0.0,0.0,50,0
38,10,1,1,0.0,0.0,40,0
58,10,1,0,0.0,0.0,20,0
36,12,1,0,0.0,0.0,40,0
52,9,1,1,0.0,0.0,40,0
20,10,1,0,0.0,0.0,40,0
44,13,1,1,0.0,0.0,40,0
56,10,1,1,0.0,0.0,10,0
23,11,1,1,0.0,0.0,40,0
40,9,1,1,0.0,0.0,40,0
58,9,1,0,0.0,0.0,40,0
34,14,1,0,0.0,0.0,40,0
48,10,1,1,0.0,0.0,60,0
27,9,1,0,0.0,0.0,40,0
35,11,0,0,0.0,0.0,48,0
34,9,1,0,0.0,0.0,30,0
21,4,1,1,0.0,0.0,55,0
39,13,1,0,0.0,0.0,60,1
39,7,1,1,0.0,0.0,60,1
38,10,0,1,0.0,0.0,45,0
48,9,1,0,0.0,0.0,40,0
18,7,1,0,0.0,0.0,10,0
58,13,1,1,0.0,0.0,50,1
38,12,1,0,0.0,0.0,35,0
38,10,0,0,0.0,0.0,40,0
38,9,0,0,0.0,0.0,40,0
28,10,1,0,0.0,0.0,40,0
39,15,1,1,0.0,0.0,20,0
51,9,1,0,0.0,0.0,25,0
41,10,1,0,0.0,0.0,35,0
53,14,1,1,0.0,0.0,55,1
64,9,1,0,0.0,0.0,16,0
61,9,1,0,0.0,0.0,40,0
40,10,1,1,0.0,0.0,72,0
34,13,0,1,0.0,0.0,40,0
61,6,0,0,0.0,0.0,35,0
31,9,1,1,0.0,0.0,50,1
40,9,0,1,0.0,0.0,40,0
34,10,1,1,0.0,0.0,40,0
54,9,1,0,0.0,0.0,40,0
45,13,1,0,0.0,0.0,20,0
48,11,1,1,0.0,0.0,40,1
39,13,1,1,0.0,0.0,40,1
46,4,1,1,0.0,0.0,84,0
40,13,1,0,0.0,0.0,40,0
57,16,1,0,0.0,0.0,40,0
47,14,1,1,0.0,0.0,50,0
41,9,1,0,0.0,0.0,50,0
39,14,1,0,0.0,0.0,25,0
20,10,1,0,0.0,0.0,11,0
52,9,1,1,0.0,0.0,80,0
44,15,1,0,0.0,0.0,25,0
51,13,1,0,0.0,0.0,30,0
40,13,1,0,0.0,0.0,12,0
28,13,1,1,0.0,0.0,40,0
38,12,1,1,0.0,0.0,40,0
52,9,1,1,0.0,0.0,40,0
66,14,1,1,0.0,0.0,50,1
42,13,1,1,0.0,0.0,50,1
49,13,1,0,0.0,0.0,40,0
58,10,1,1,0.0,0.0,40,0
26,9,1,0,0.0,0.0,35,0
40,14,1,1,0.0,0.0,40,0
50,13,1,0,0.0,0.0,40,1
22,10,0,0,0.0,0.0,40,0
64,14,1,0,0.0,0.0,24,1
27,13,1,1,0.0,0.0,40,0
37,3,1,0,0.0,0.0,40,0
27,9,1,0,0.0,0.0,50,0
31,13,1,0,0.0,0.0,40,0
48,9,1,0,0.0,0.0,40,0
31,13,0,0,0.0,0.0,42,0
58,10,0,0,0.0,0.0,35,0
52,10,0,0,0.0,0.0,40,1
49,16,1,1,0.0,0.0,50,0
28,13,1,0,0.0,0.0,40,0
41,10,0,1,0.0,0.0,40,0
51,12,1,0,0.0,0.0,40,0
53,13,0,0,0.0,0.0,40,0
23,13,0,0,0.0,0.0,40,0
24,9,1,1,0.0,0.0,34,0
43,12,0,0,0.0,0.0,40,0
22,8,1,1,0.0,0.0,50,0
46,9,1,1,0.0,0.0,30,0
63,9,1,0,0.0,0.0,25,0
54,13,1,0,0.0,0.0,40,0
33,9,1,0,0.0,0.0,40,0
53,13,1,0,0.0,0.0,40,0
39,13,0,0,0.0,0.0,8,0
40,13,0,1,0.0,0.0,55,1
45,10,1,1,0.0,0.0,40,0
57,9,1,1,0.0,0.0,40,0
49,15,1,1,0.0,0.0,50,1
70,14,1,1,0.0,0.0,60,0
46,13,1,1,0.0,0.0,30,1
37,9,1,0,0.0,0.0,36,0
57,14,1,0,0.0,0.0,50,0
43,13,1,1,0.0,0.0,50,1
40,13,1,1,0.0,0.0,45,0
41,10,1,1,0.0,0.0,15,0
62,15,1,1,0.0,0.0,60,1
27,10,1,1,0.0,0.0,24,0
18,5,1,1,0.0,0.0,40,0
43,12,0,0,0.0,0.0,40,0
36,5,1,0,0.0,0.0,40,0
25,14,0,1,0.0,0.0,40,0
60,13,1,1,0.0,0.0,45,1
54,9,1,1,0.0,0.0,40,0
54,9,1,1,0.0,0.0,40,0
39,8,1,0,0.0,0.0,40,0
39,14,0,1,0.0,0.0,50,1
56,13,1,1,0.0,0.0,45,1
23,13,1,0,0.0,0.0,50,0
55,13,0,0,0.0,0.0,40,1
43,9,1,1,0.0,0.0,40,1
29,9,1,0,0.0,0.0,30,0
33,13,1,1,0.0,0.0,45,1
59,12,1,1,0.0,0.0,40,0
55,13,1,1,0.0,0.0,45,1
57,9,0,0,0.0,0.0,40,0
42,9,1,1,0.0,0.0,40,0
54,9,1,0,0.0,0.0,40,0
52,9,1,0,0.0,0.0,40,0
38,9,0,0,0.0,0.0,40,0
28,13,1,1,0.0,0.0,50,1
25,14,1,1,0.0,0.0,40,1
53,10,1,0,0.0,0.0,40,0
65,12,1,0,0.0,0.0,40,0
29,14,1,0,0.0,0.0,40,0
53,16,0,0,0.0,0.0,40,1
35,9,1,1,0.0,0.0,50,0
57,10,0,1,0.0,0.0,48,0
57,13,1,0,0.0,0.0,40,0
29,13,1,0,0.0,0.0,40,0
54,9,1,1,0.0,0.0,32,0
43,10,1,0,0.0,0.0,12,0
33,10,1,1,0.0,0.0,60,1
22,10,0,0,0.0,0.0,15,0
71,5,0,0,0.0,0.0,40,0
56,4,1,1,0.0,0.0,40,0
54,9,1,1,0.0,0.0,40,0
32,10,0,0,0.0,0.0,53,0
55,14,1,0,0.0,0.0,45,1
59,10,1,1,0.0,0.0,40,0
24,9,1,1,0.0,0.0,40,0
26,10,0,1,0.0,0.0,40,0
42,4,1,1,0.0,0.0,30,0
55,9,0,0,0.0,0.0,25,0
60,13,0,0,0.0,0.0,5,0
37,9,1,1,0.0,0.0,40,0
32,13,0,0,0.0,0.0,45,1
50,9,0,0,0.0,0.0,30,0
18,7,1,1,0.0,0.0,12,0
38,13,1,1,0.0,0.0,80,0
45,13,0,1,0.0,0.0,35,0
36,13,1,0,0.0,0.0,40,0
72,9,1,1,0.0,0.0,40,1
32,9,1,1,0.0,0.0,40,0
24,13,0,0,0.0,0.0,45,0
45,14,1,0,0.0,0.0,40,0
54,9,1,0,0.0,0.0,15,0
43,9,1,1,0.0,0.0,40,0
22,9,0,0,0.0,0.0,30,0
65,3,0,0,0.0,0.0,40,0
43,14,0,1,0.0,0.0,40,1
47,14,1,1,0.0,0.0,40,1
34,10,0,0,0.0,0.0,40,0
61,13,1,1,0.0,0.0,50,1
60,9,0,0,0.0,0.0,40,0
45,10,1,0,0.0,0.0,38,0
52,11,1,1,0.0,0.0,36,0
54,13,0,1,0.0,0.0,40,0
43,13,1,1,0.0,0.0,40,1
32,14,0,1,0.0,0.0,55,0
31,11,1,0,0.0,0.0,32,0
39,10,1,0,0.0,0.0,40,0
56,10,1,1,0.0,0.0,40,0
34,13,1,1,0.0,0.0,50,1
60,12,1,1,0.0,0.0,40,1
48,13,1,1,0.0,0.0,60,1
27,9,1,1,0.0,0.0,40,0
28,10,1,0,0.0,0.0,40,0
41,9,1,0,0.0,0.0,40,0
48,10,1,1,0.0,0.0,40,0
36,10,1,0,0.0,0.0,40,0
56,9,1,1,0.0,0.0,40,1
45,13,1,0,0.0,0.0,16,0
67,13,1,0,0.0,0.0,27,0
43,16,1,1,0.0,0.0,60,1
45,9,1,1,0.0,0.0,40,1
39,14,1,1,0.0,0.0,40,1
50,13,0,0,0.0,0.0,40,1
30,14,1,0,0.0,0.0,40,1
52,9,1,1,0.0,0.0,40,0
67,13,1,0,0.0,0.0,3,0
52,10,1,0,0.0,0.0,40,0
46,3,1,0,0.0,0.0,12,0
43,13,1,0,0.0,0.0,40,0
22,10,1,0,0.0,0.0,20,0
64,9,1,1,0.0,0.0,40,0
43,9,1,1,0.0,0.0,40,0
26,13,1,0,0.0,0.0,45,0
32,13,1,0,0.0,0.0,45,0
61,9,1,1,0.0,0.0,40,0
70,9,1,1,0.0,0.0,40,0
40,9,1,1,0.0,0.0,40,0
49,9,1,1,0.0,0.0,40,0
62,9,1,1,0.0,0.0,40,0
39,13,1,1,0.0,0.0,70,0
19,9,1,1,0.0,0.0,23,0
50,13,1,0,0.0,0.0,40,0
41,13,0,0,0.0,0.0,60,1
51,11,0,0,0.0,0.0,5,0
50,13,0,1,0.0,0.0,40,0
37,12,1,0,0.0,0.0,52,0
31,9,1,0,0.0,0.0,35,0
52,9,1,0,0.0,0.0,40,0
37,12,1,0,0.0,0.0,40,0
50,4,0,0,0.0,0.0,60,0
52,12,1,1,0.0,0.0,40,0
53,10,0,1,0.0,0.0,40,1
25,9,1,0,0.0,0.0,40,0
41,13,1,1,0.0,0.0,40,0
21,10,1,1,0.0,0.0,60,0
26,10,1,0,0.0,0.0,40,0
60,10,1,0,0.0,0.0,15,0
27,6,1,0,0.0,0.0,25,0
62,9,1,0,0.0,0.0,40,0
34,13,1,0,0.0,0.0,40,0
64,12,0,1,0.0,0.0,40,0
30,13,0,1,0.0,0.0,40,0
24,10,1,0,0.0,0.0,6,0
29,14,1,0,0.0,0.0,35,0
46,13,0,1,0.0,0.0,40,1
52,14,1,0,0.0,0.0,50,0
47,5,0,0,0.0,0.0,40,0
25,10,1,0,0.0,0.0,40,0
44,10,1,0,0.0,0.0,40,0
42,10,1,0,0.0,0.0,40,0
32,14,1,0,0.0,0.0,35,0
36,15,1,0,0.0,0.0,30,0
45,10,0,1,0.0,0.0,40,0
41,13,1,0,0.0,0.0,15,0
34,9,1,1,0.0,0.0,40,0
50,14,1,1,0.0,0.0,50,1
40,9,1,1,0.0,0.0,20,0
41,10,1,1,0.0,0.0,40,0
41,13,1,0,0.0,0.0,40,0
58,9,1,1,0.0,0.0,40,0
48,10,1,1,0.0,0.0,40,0
80,9,1,1,0.0,0.0,40,0
52,13,1,0,0.0,0.0,40,0
56,14,1,0,0.0,0.0,50,0
28,10,0,1,0.0,0.0,40,0
23,13,1,0,0.0,0.0,35,0
58,12,1,0,0.0,0.0,40,0
41,13,1,1,0.0,0.0,40,1
57,10,1,1,0.0,0.0,40,0
22,10,1,0,0.0,0.0,15,0
36,7,1,1,0.0,0.0,40,0
45,12,1,0,0.0,0.0,48,0
37,13,1,1,0.0,0.0,50,0
28,11,1,1,0.0,0.0,13,0
41,13,1,0,0.0,0.0,20,0
34,9,1,0,0.0,0.0,20,0
36,10,1,0,0.0,0.0,6,0
25,11,0,0,0.0,0.0,30,0
47,10,1,1,0.0,0.0,40,0
50,9,1,1,0.0,0.0,50,1
26,9,1,1,0.0,0.0,40,0
56,9,0,1,0.0,0.0,40,0
46,12,1,1,0.0,0.0,40,0
54,9,1,1,0.0,0.0,40,1
40,10,1,0,0.0,0.0,50,0
46,9,0,0,0.0,0.0,40,0
21,9,1,1,0.0,0.0,30,0
50,9,1,1,0.0,0.0,50,0
56,9,1,1,0.0,0.0,45,0
57,9,1,1,0.0,0.0,40,1
56,16,1,1,0.0,0.0,55,1
30,10,0,0,0.0,0.0,40,0
44,14,1,1,0.0,0.0,40,1
53,9,1,1,0.0,0.0,60,0
34,12,1,0,0.0,0.0,40,0
23,11,1,1,0.0,0.0,40,0
31,14,1,0,0.0,0.0,20,0
33,12,0,0,0.0,0.0,36,0
24,11,1,0,0.0,0.0,32,0
40,13,1,0,0.0,0.0,40,0
42,13,0,1,0.0,0.0,20,1
55,9,1,0,0.0,0.0,40,0
63,3,1,1,0.0,0.0,45,0
53,13,1,1,0.0,0.0,40,1
18,8,1,1,0.0,0.0,12,0
51,13,1,0,0.0,0.0,30,0
41,13,1,1,0.0,0.0,45,1
40,13,1,0,0.0,0.0,40,0
53,11,1,0,0.0,0.0,40,0
61,9,1,1,0.0,0.0,40,0
48,5,1,1,0.0,0.0,40,0
67,8,1,1,0.0,0.0,40,0
48,13,1,1,0.0,0.0,40,1
37,12,1,0,0.0,0.0,40,0
51,9,0,1,0.0,0.0,40,0
22,10,1,1,0.0,0.0,12,0
47,10,1,0,0.0,0.0,40,0
26,6,0,0,0.0,0.0,25,0
18,8,1,1,0.0,0.0,20,0
33,14,1,1,0.0,0.0,40,0
47,11,1,0,0.0,0.0,45,0
49,13,1,1,0.0,0.0,40,0
35,9,0,0,0.0,0.0,37,0
23,10,1,0,0.0,0.0,10,0
56,13,0,0,0.0,0.0,50,0
34,11,1,1,0.0,0.0,40,0
62,10,1,0,0.0,0.0,40,0
34,13,1,0,0.0,0.0,20,0
59,9,1,0,0.0,0.0,25,0
35,9,1,1,0.0,0.0,84,0
53,15,1,1,0.0,0.0,60,1
38,14,0,1,0.0,0.0,40,1
56,13,1,1,0.0,0.0,45,0
23,9,0,1,0.0,0.0,40,0
43,10,1,0,0.0,0.0,40,0
50,14,1,0,0.0,0.0,40,0
43,14,0,1,0.0,0.0,45,0
52,5,0,0,0.0,0.0,40,0
54,4,1,1,0.0,0.0,40,0
39,13,1,1,0.0,0.0,45,1
30,9,1,0,0.0,0.0,40,0
54,11,1,1,0.0,0.0,40,1
44,9,1,1,0.0,0.0,40,0
45,13,1,1,0.0,0.0,40,0
34,12,1,0,0.0,0.0,40,0
45,9,1,1,0.0,0.0,40,0
46,11,1,0,0.0,0.0,30,0
55,9,1,1,0.0,0.0,40,0
25,13,1,1,0.0,0.0,40,0
48,13,1,1,0.0,0.0,40,1
37,10,1,0,0.0,0.0,40,1
49,9,1,0,0.0,0.0,40,0
31,10,1,1,0.0,0.0,40,0
44,13,1,1,0.0,0.0,40,0
59,9,1,1,0.0,0.0,40,0
42,14,1,0,0.0,0.0,40,0
60,9,1,0,0.0,0.0,40,0
45,10,1,0,0.0,0.0,40,1
68,13,0,1,0.0,0.0,40,0
24,9,1,1,0.0,0.0,32,0
21,9,1,1,0.0,0.0,16,0
29,13,1,0,0.0,0.0,40,0
66,12,1,0,0.0,0.0,25,0
59,9,0,1,0.0,0.0,40,0
53,14,1,0,0.0,0.0,40,0
51,10,0,1,0.0,0.0,38,0
35,9,1,1,0.0,0.0,60,0
33,11,1,1,0.0,0.0,45,0
34,13,1,1,0.0,0.0,40,0
56,9,1,1,0.0,0.0,40,0
58,13,1,1,0.0,0.0,45,1
34,13,0,1,0.0,0.0,50,0
52,10,1,1,0.0,0.0,40,0
47,9,1,1,0.0,0.0,40,1
60,10,1,1,0.0,0.0,40,0
24,12,1,0,0.0,0.0,40,0
50,4,1,0,0.0,0.0,40,0
63,10,1,1,0.0,0.0,40,0
26,15,0,0,0.0,0.0,40,0
41,4,1,0,0.0,0.0,40,0
40,9,1,0,0.0,0.0,10,0
47,13,1,1,0.0,0.0,40,1
38,13,1,1,0.0,0.0,40,0
40,10,0,1,0.0,0.0,45,1
40,9,0,0,0.0,0.0,40,0
30,13,1,1,0.0,0.0,40,0
34,13,1,1,0.0,0.0,40,0
46,9,0,1,0.0,0.0,40,0
57,12,1,0,0.0,0.0,40,1
33,10,0,1,0.0,0.0,40,1
29,12,0,0,0.0,0.0,40,0
41,9,1,0,0.0,0.0,21,0
37,12,1,0,0.0,0.0,40,0
33,10,1,0,0.0,0.0,40,1
31,10,1,1,0.0,0.0,38,0
35,9,1,1,0.0,0.0,40,0
40,13,1,0,0.0,0.0,40,0
40,9,0,0,0.0,0.0,40,0
30,12,1,0,0.0,0.0,40,0
35,13,0,1,0.0,0.0,60,1
33,9,1,0,0.0,0.0,40,0
49,9,1,1,0.0,0.0,40,0
34,9,1,1,0.0,0.0,40,0
52,10,1,1,0.0,0.0,43,0
51,5,1,1,0.0,0.0,40,0
52,11,1,0,0.0,0.0,12,0
51,10,1,0,0.0,0.0,24,0
21,10,0,0,0.0,0.0,40,0
37,9,1,1,0.0,0.0,70,0
22,13,1,0,0.0,0.0,40,0
43,13,1,0,0.0,0.0,50,0
54,12,1,0,0.0,0.0,50,0
45,10,1,1,0.0,0.0,53,0
32,12,1,0,0.0,0.0,40,0
52,12,1,1,0.0,0.0,55,0
42,8,1,0,0.0,0.0,40,0
18,9,1,0,0.0,0.0,15,0
52,9,1,1,0.0,0.0,99,1
50,10,1,1,0.0,0.0,40,0
39,15,1,0,0.0,0.0,50,0
55,9,0,0,0.0,0.0,40,0
51,10,1,0,0.0,0.0,37,0
27,13,1,0,0.0,0.0,30,0
29,13,1,0,0.0,0.0,40,0
47,13,0,0,0.0,0.0,45,0
29,13,1,1,0.0,0.0,45,0
48,10,1,0,0.0,0.0,40,0
20,9,1,0,0.0,0.0,40,0
31,16,0,0,0.0,0.0,50,0
37,9,0,1,0.0,0.0,40,0
33,10,1,1,0.0,0.0,40,0
23,11,1,0,0.0,0.0,40,0
38,9,1,1,0.0,0.0,36,0
65,10,0,0,0.0,0.0,25,0
21,12,0,0,0.0,0.0,40,0
23,10,1,0,0.0,0.0,20,0
47,10,1,1,0.0,0.0,45,1
58,13,1,1,0.0,0.0,40,1
50,13,1,1,0.0,0.0,36,0
49,13,1,1,0.0,0.0,55,0
68,10,1,1,0.0,0.0,40,0
25,9,1,1,0.0,0.0,24,0
37,11,1,0,0.0,0.0,10,0
30,9,1,0,0.0,0.0,40,0
17,7,1,0,0.0,0.0,8,0
40,9,1,0,0.0,0.0,40,0
30,10,1,0,0.0,0.0,35,0
41,9,1,1,0.0,0.0,40,0
53,16,1,1,0.0,0.0,40,0
35,10,0,0,0.0,0.0,40,0
58,13,1,0,0.0,0.0,32,0
80,14,1,1,0.0,0.0,20,1
62,10,1,0,0.0,0.0,40,0
18,7,1,0,0.0,0.0,30,0
61,12,1,0,0.0,0.0,40,0
67,14,1,0,0.0,0.0,8,0
59,11,1,1,0.0,0.0,50,1
36,15,0,0,0.0,0.0,40,1
20,10,1,1,0.0,0.0,25,0
24,13,1,0,0.0,0.0,20,0
52,9,0,1,0.0,0.0,40,0
48,11,1,0,0.0,0.0,46,1
27,6,1,1,0.0,0.0,40,0
38,13,1,1,0.0,0.0,45,0
52,9,0,1,0.0,0.0,40,0
33,9,1,1,0.0,0.0,32,0
39,14,0,1,0.0,0.0,50,1
54,15,1,0,0.0,0.0,40,0
42,9,0,1,0.0,0.0,40,0
63,13,1,1,0.0,0.0,20,0
38,12,0,0,0.0,0.0,40,1
23,13,1,0,0.0,0.0,36,0
43,10,0,0,0.0,0.0,35,0
26,15,1,1,0.0,0.0,40,1
44,9,1,1,0.0,0.0,40,0
64,10,1,0,0.0,0.0,40,0
35,13,1,0,0.0,0.0,12,0
45,13,1,0,0.0,0.0,40,0
40,11,1,1,0.0,0.0,40,0
48,9,1,1,0.0,0.0,40,0
47,9,1,1,0.0,0.0,48,0
41,10,1,1,0.0,0.0,40,0
25,13,1,0,0.0,0.0,20,0
40,14,1,0,0.0,0.0,32,0
41,10,1,1,0.0,0.0,50,0
48,9,1,1,0.0,0.0,40,0
28,9,1,1,0.0,0.0,30,0
42,9,0,1,0.0,0.0,40,0
33,13,1,1,0.0,0.0,50,0
45,11,1,0,0.0,0.0,40,0
30,7,1,0,0.0,0.0,40,0
35,13,1,0,0.0,0.0,40,1
34,9,1,1,0.0,0.0,35,0
63,9,0,0,0.0,0.0,16,0
49,9,1,0,0.0,0.0,50,0
22,10,1,0,0.0,0.0,10,0
57,13,1,1,0.0,0.0,40,1
36,13,1,1,0.0,0.0,50,0
23,13,1,0,0.0,0.0,50,0
35,9,1,1,0.0,0.0,32,0
40,9,1,0,0.0,0.0,40,0
45,9,0,1,0.0,0.0,40,0
21,10,1,0,0.0,0.0,20,0
45,13,0,1,0.0,0.0,40,1
41,10,1,0,0.0,0.0,32,0
32,7,0,1,0.0,0.0,40,0
28,14,1,0,0.0,0.0,40,1
25,13,1,0,0.0,0.0,50,0
36,10,1,0,0.0,0.0,25,0
54,10,1,0,0.0,0.0,45,0
48,13,1,0,0.0,0.0,35,0
47,13,0,1,0.0,0.0,37,0
28,13,1,0,0.0,0.0,40,0
80,4,1,1,0.0,0.0,10,0
60,9,1,0,0.0,0.0,45,0
48,13,1,1,0.0,0.0,50,1
57,9,1,0,0.0,0.0,40,0
57,13,1,1,0.0,0.0,40,0
18,7,1,1,0.0,0.0,21,0
50,11,1,0,0.0,0.0,40,0
23,7,1,0,0.0,0.0,40,0
43,10,0,0,0.0,0.0,40,1
42,11,1,1,0.0,0.0,45,0
17,7,1,0,0.0,0.0,4,0
45,9,1,0,0.0,0.0,40,0
26,10,0,0,0.0,0.0,40,0
26,8,1,1,0.0,0.0,32,0
36,7,1,0,0.0,0.0,40,0
40,3,1,1,0.0,0.0,49,0
35,9,1,0,0.0,0.0,40,0
52,9,1,0,0.0,0.0,30,0
57,7,1,1,0.0,0.0,40,0
59,13,1,1,0.0,0.0,40,1
29,9,1,0,0.0,0.0,32,0
50,9,0,1,0.0,0.0,40,0
37,10,0,1,0.0,0.0,40,0
44,9,0,0,0.0,0.0,99,0
33,14,1,1,0.0,0.0,45,1
43,10,1,0,0.0,0.0,40,0
20,9,0,0,0.0,0.0,20,0
33,9,0,0,0.0,0.0,40,0
51,9,1,0,0.0,0.0,40,0
34,10,1,1,0.0,0.0,40,0
42,12,1,1,0.0,0.0,45,1
31,13,1,0,0.0,0.0,40,0
54,14,1,1,0.0,0.0,40,0
62,13,1,1,0.0,0.0,40,0
50,13,1,0,0.0,0.0,25,0
40,10,0,0,0.0,0.0,40,0
55,3,1,1,0.0,0.0,28,0
18,6,1,1,0.0,0.0,16,0
27,10,0,1,0.0,0.0,40,0
57,13,1,0,0.0,0.0,40,0
28,13,0,0,0.0,0.0,40,0
54,9,1,0,0.0,0.0,40,0
41,12,1,0,0.0,0.0,20,0
24,9,1,1,0.0,0.0,40,0
34,10,1,1,0.0,0.0,40,1
36,14,1,1,0.0,0.0,50,1
33,9,0,1,0.0,0.0,40,1
46,9,0,0,0.0,0.0,40,0
60,9,1,0,0.0,0.0,40,0
55,13,1,0,0.0,0.0,40,1
52,9,1,0,0.0,0.0,32,0
52,9,0,0,0.0,0.0,40,0
26,9,1,0,0.0,0.0,35,0
22,10,1,1,0.0,0.0,10,0
31,11,1,0,0.0,0.0,40,0
66,12,1,1,0.0,0.0,40,0
48,9,0,1,0.0,0.0,40,0
45,9,0,1,0.0,0.0,40,0
39,13,1,0,0.0,0.0,40,0
34,13,1,0,0.0,0.0,45,1
40,9,0,0,0.0,0.0,40,0
36,13,0,0,0.0,0.0,40,0
24,10,0,1,0.0,0.0,40,0
30,10,1,1,0.0,0.0,80,0
44,10,1,1,0.0,0.0,50,1
49,9,1,1,0.0,0.0,40,0
47,14,1,0,0.0,0.0,40,0
54,10,0,1,0.0,0.0,40,0
41,14,1,0,0.0,0.0,45,0
23,13,1,1,0.0,0.0,30,0
21,5,1,1,0.0,0.0,40,0
27,14,0,0,0.0,0.0,40,1
43,13,0,1,0.0,0.0,40,1
48,13,1,1,0.0,0.0,40,1
33,14,1,0,0.0,0.0,40,1
42,13,1,0,0.0,0.0,50,1
70,10,1,0,0.0,0.0,28,0
18,10,1,1,0.0,0.0,20,0
59,9,1,0,0.0,0.0,40,0
49,13,1,1,0.0,0.0,60,1
23,13,1,1,0.0,0.0,40,0
23,10,1,1,0.0,0.0,14,0
34,9,0,0,0.0,0.0,40,0
41,10,1,1,0.0,0.0,40,0
26,11,1,1,0.0,0.0,36,0
39,3,0,0,0.0,0.0,20,0
58,10,0,0,0.0,0.0,40,0
38,7,0,0,0.0,0.0,32,0
17,7,1,1,0.0,0.0,20,0
33,13,1,1,0.0,0.0,40,0
49,13,1,1,0.0,0.0,20,0
46,13,1,1,0.0,0.0,50,1
50,13,1,0,0.0,0.0,40,0
35,14,1,1,0.0,0.0,40,1
37,10,1,0,0.0,0.0,40,0
41,16,1,1,0.0,0.0,40,0
41,10,1,1,0.0,0.0,35,0
